question,algorithm,feature_set,train_set_size,test_set_size,test_set_ratio,perf_measure,performance,other_info,seed
2,DT,format_agnostic,200,161250,1:128,real-life,0.6408,0.32688125,1338
2,DT,format_agnostic,200,161250,1:128,real-life,0.5064,0.23999375,1339
2,DT,combined,200,161250,1:128,real-life,0.676,0.29475625,1337
2,DT,combined,200,161250,1:128,real-life,0.6512,0.28330625,1338
2,DT,combined,200,161250,1:128,real-life,0.5008,0.24456875,1339
2,RF,parsed,200,161250,1:128,real-life,0.036,0.01033125,1337
2,RF,parsed,200,161250,1:128,real-life,0.14,0.01166875,1338
2,RF,parsed,200,161250,1:128,real-life,0.0768,0.01018125,1339
2,RF,format_agnostic,200,161250,1:128,real-life,0.0632,0.01085,1337
2,RF,format_agnostic,200,161250,1:128,real-life,0.0808,0.01145,1338
2,RF,format_agnostic,200,161250,1:128,real-life,0.0576,0.0122375,1339
2,RF,combined,200,161250,1:128,real-life,0.056,0.0102625,1337
2,RF,combined,200,161250,1:128,real-life,0.0832,0.01215,1338
2,RF,combined,200,161250,1:128,real-life,0.04,0.0100375,1339
2,LGBM,parsed,200,161250,1:128,real-life,0.0496,0.01000625,1337
2,LGBM,parsed,200,161250,1:128,real-life,0.0968,0.01,1338
2,LGBM,parsed,200,161250,1:128,real-life,0.0432,0.01,1339
2,LGBM,format_agnostic,200,161250,1:128,real-life,0.0544,0.01,1337
2,LGBM,format_agnostic,200,161250,1:128,real-life,0.0888,0.01,1338
2,LGBM,format_agnostic,200,161250,1:128,real-life,0.044,0.01,1339
2,LGBM,combined,200,161250,1:128,real-life,0.092,0.01,1337
2,LGBM,combined,200,161250,1:128,real-life,0.1032,0.01,1338
2,LGBM,combined,200,161250,1:128,real-life,0.06,0.01,1339
2,SVM,parsed,200,161250,1:128,real-life,0.656,0.3157891472868217,1337
2,SVM,parsed,200,161250,1:128,real-life,0.6688,0.3397271317829457,1338
2,SVM,parsed,200,161250,1:128,real-life,0.5808,0.3092217054263566,1339
2,SVM,format_agnostic,200,161250,1:128,real-life,0.5984,0.22928372093023255,1337
2,SVM,format_agnostic,200,161250,1:128,real-life,0.6024,0.28889302325581395,1338
2,SVM,format_agnostic,200,161250,1:128,real-life,0.5832,0.2376,1339
2,SVM,combined,200,161250,1:128,real-life,0.632,0.3219968992248062,1337
2,SVM,combined,200,161250,1:128,real-life,0.6744,0.3308403100775194,1338
2,SVM,combined,200,161250,1:128,real-life,0.5064,0.27798449612403103,1339
2,DT,parsed,400,161250,1:128,real-life,0.62,0.23514375,1337
2,DT,parsed,400,161250,1:128,real-life,0.648,0.18771875,1338
2,DT,parsed,400,161250,1:128,real-life,0.5624,0.25614375,1339
2,DT,format_agnostic,400,161250,1:128,real-life,0.5752,0.2453375,1337
2,DT,format_agnostic,400,161250,1:128,real-life,0.6432,0.2273,1338
2,DT,format_agnostic,400,161250,1:128,real-life,0.5264,0.23603125,1339
2,DT,combined,400,161250,1:128,real-life,0.536,0.21685,1337
2,DT,combined,400,161250,1:128,real-life,0.6112,0.17314375,1338
2,DT,combined,400,161250,1:128,real-life,0.4784,0.25700625,1339
2,RF,parsed,400,161250,1:128,real-life,0.1568,0.01141875,1337
2,RF,parsed,400,161250,1:128,real-life,0.1592,0.0102625,1338
2,RF,parsed,400,161250,1:128,real-life,0.1224,0.01023125,1339
2,RF,format_agnostic,400,161250,1:128,real-life,0.1088,0.01015,1337
2,RF,format_agnostic,400,161250,1:128,real-life,0.1352,0.01151875,1338
2,RF,format_agnostic,400,161250,1:128,real-life,0.0704,0.0105625,1339
2,RF,combined,400,161250,1:128,real-life,0.0992,0.01079375,1337
2,RF,combined,400,161250,1:128,real-life,0.1768,0.0100625,1338
2,RF,combined,400,161250,1:128,real-life,0.0968,0.0107875,1339
2,LGBM,parsed,400,161250,1:128,real-life,0.1872,0.01,1337
2,LGBM,parsed,400,161250,1:128,real-life,0.176,0.0100375,1338
2,LGBM,parsed,400,161250,1:128,real-life,0.164,0.01,1339
2,LGBM,format_agnostic,400,161250,1:128,real-life,0.0848,0.01,1337
2,LGBM,format_agnostic,400,161250,1:128,real-life,0.128,0.01,1338
2,LGBM,format_agnostic,400,161250,1:128,real-life,0.1168,0.01,1339
2,LGBM,combined,400,161250,1:128,real-life,0.1344,0.01,1337
2,LGBM,combined,400,161250,1:128,real-life,0.16,0.01,1338
2,LGBM,combined,400,161250,1:128,real-life,0.0784,0.01028125,1339
2,SVM,parsed,400,161250,1:128,real-life,0.5464,0.22352868217054264,1337
2,SVM,parsed,400,161250,1:128,real-life,0.608,0.2590015503875969,1338
2,SVM,parsed,400,161250,1:128,real-life,0.6848,0.3150573643410853,1339
2,SVM,format_agnostic,400,161250,1:128,real-life,0.6168,0.25684341085271317,1337
2,SVM,format_agnostic,400,161250,1:128,real-life,0.6544,0.2482418604651163,1338
2,SVM,format_agnostic,400,161250,1:128,real-life,0.7104,0.2938480620155039,1339
2,SVM,combined,400,161250,1:128,real-life,0.624,0.25993178294573643,1337
2,SVM,combined,400,161250,1:128,real-life,0.6064,0.25691162790697675,1338
2,SVM,combined,400,161250,1:128,real-life,0.608,0.28829767441860465,1339
2,DT,parsed,800,161250,1:128,real-life,0.532,0.1980625,1337
2,DT,parsed,800,161250,1:128,real-life,0.5776,0.1933625,1338
2,DT,parsed,800,161250,1:128,real-life,0.6152,0.20363125,1339
2,DT,format_agnostic,800,161250,1:128,real-life,0.632,0.25328125,1337
2,DT,format_agnostic,800,161250,1:128,real-life,0.7232,0.22900625,1338
2,DT,format_agnostic,800,161250,1:128,real-life,0.6256,0.2933625,1339
2,DT,combined,800,161250,1:128,real-life,0.5448,0.2296625,1337
2,DT,combined,800,161250,1:128,real-life,0.632,0.16554375,1338
2,DT,combined,800,161250,1:128,real-life,0.5984,0.1824125,1339
2,RF,parsed,800,161250,1:128,real-life,0.2264,0.010975,1337
2,RF,parsed,800,161250,1:128,real-life,0.1872,0.01055,1338
2,RF,parsed,800,161250,1:128,real-life,0.2064,0.01253125,1339
2,RF,format_agnostic,800,161250,1:128,real-life,0.1208,0.01010625,1337
2,RF,format_agnostic,800,161250,1:128,real-life,0.1488,0.01205625,1338
2,RF,format_agnostic,800,161250,1:128,real-life,0.1776,0.01155625,1339
2,RF,combined,800,161250,1:128,real-life,0.1256,0.01105625,1337
2,RF,combined,800,161250,1:128,real-life,0.16,0.01098125,1338
2,RF,combined,800,161250,1:128,real-life,0.144,0.01006875,1339
2,LGBM,parsed,800,161250,1:128,real-life,0.1576,0.01000625,1337
2,LGBM,parsed,800,161250,1:128,real-life,0.1872,0.01,1338
2,LGBM,parsed,800,161250,1:128,real-life,0.1888,0.01,1339
2,LGBM,format_agnostic,800,161250,1:128,real-life,0.208,0.01,1337
2,LGBM,format_agnostic,800,161250,1:128,real-life,0.1912,0.01,1338
2,LGBM,format_agnostic,800,161250,1:128,real-life,0.2008,0.01,1339
2,LGBM,combined,800,161250,1:128,real-life,0.208,0.01,1337
2,LGBM,combined,800,161250,1:128,real-life,0.2336,0.01,1338
2,LGBM,combined,800,161250,1:128,real-life,0.184,0.01,1339
2,SVM,parsed,800,161250,1:128,real-life,0.6296,0.22748527131782945,1337
2,SVM,parsed,800,161250,1:128,real-life,0.6768,0.2491596899224806,1338
2,SVM,parsed,800,161250,1:128,real-life,0.6416,0.2080248062015504,1339
2,SVM,format_agnostic,800,161250,1:128,real-life,0.6472,0.2460031007751938,1337
2,SVM,format_agnostic,800,161250,1:128,real-life,0.5808,0.254046511627907,1338
2,SVM,format_agnostic,800,161250,1:128,real-life,0.6688,0.22829147286821705,1339
2,SVM,combined,800,161250,1:128,real-life,0.66,0.22274728682170541,1337
2,SVM,combined,800,161250,1:128,real-life,0.6264,0.2190139534883721,1338
2,SVM,combined,800,161250,1:128,real-life,0.5536,0.23146046511627907,1339
2,DT,parsed,1600,161250,1:128,real-life,0.5696,0.16555,1337
2,DT,parsed,1600,161250,1:128,real-life,0.668,0.183175,1338
2,DT,parsed,1600,161250,1:128,real-life,0.5968,0.206025,1339
2,DT,format_agnostic,1600,161250,1:128,real-life,0.64,0.2017625,1337
2,DT,format_agnostic,1600,161250,1:128,real-life,0.6464,0.21698125,1338
2,DT,format_agnostic,1600,161250,1:128,real-life,0.624,0.1800625,1339
2,DT,combined,1600,161250,1:128,real-life,0.6424,0.1945375,1337
2,DT,combined,1600,161250,1:128,real-life,0.6688,0.1627625,1338
2,DT,combined,1600,161250,1:128,real-life,0.628,0.1718125,1339
2,RF,parsed,1600,161250,1:128,real-life,0.3152,0.0106,1337
2,RF,parsed,1600,161250,1:128,real-life,0.2512,0.01028125,1338
2,RF,parsed,1600,161250,1:128,real-life,0.2088,0.01079375,1339
2,RF,format_agnostic,1600,161250,1:128,real-life,0.24,0.01083125,1337
2,RF,format_agnostic,1600,161250,1:128,real-life,0.2504,0.0116,1338
2,RF,format_agnostic,1600,161250,1:128,real-life,0.216,0.0110625,1339
2,RF,combined,1600,161250,1:128,real-life,0.2216,0.01128125,1337
2,RF,combined,1600,161250,1:128,real-life,0.2256,0.01136875,1338
2,RF,combined,1600,161250,1:128,real-life,0.1928,0.01065,1339
2,LGBM,parsed,1600,161250,1:128,real-life,0.248,0.01001875,1337
2,LGBM,parsed,1600,161250,1:128,real-life,0.2584,0.01,1338
2,LGBM,parsed,1600,161250,1:128,real-life,0.2352,0.0100375,1339
2,LGBM,format_agnostic,1600,161250,1:128,real-life,0.2576,0.01,1337
2,LGBM,format_agnostic,1600,161250,1:128,real-life,0.2544,0.01,1338
2,LGBM,format_agnostic,1600,161250,1:128,real-life,0.2528,0.01,1339
2,LGBM,combined,1600,161250,1:128,real-life,0.324,0.01,1337
2,LGBM,combined,1600,161250,1:128,real-life,0.3504,0.01,1338
2,LGBM,combined,1600,161250,1:128,real-life,0.2512,0.01,1339
2,SVM,parsed,1600,161250,1:128,real-life,0.6568,0.21147906976744185,1337
2,SVM,parsed,1600,161250,1:128,real-life,0.7256,0.19216124031007753,1338
2,SVM,parsed,1600,161250,1:128,real-life,0.688,0.1847813953488372,1339
2,SVM,format_agnostic,1600,161250,1:128,real-life,0.6712,0.23185736434108528,1337
2,SVM,format_agnostic,1600,161250,1:128,real-life,0.7144,0.23373023255813954,1338
2,SVM,format_agnostic,1600,161250,1:128,real-life,0.7,0.25830697674418607,1339
2,SVM,combined,1600,161250,1:128,real-life,0.6976,0.19427596899224805,1337
2,SVM,combined,1600,161250,1:128,real-life,0.732,0.20749767441860464,1338
2,SVM,combined,1600,161250,1:128,real-life,0.656,0.2144496124031008,1339
2,DT,parsed,3200,161250,1:128,real-life,0.56,0.149325,1337
2,DT,parsed,3200,161250,1:128,real-life,0.6344,0.13431875,1338
2,DT,parsed,3200,161250,1:128,real-life,0.696,0.1376375,1339
2,DT,format_agnostic,3200,161250,1:128,real-life,0.6728,0.2104,1337
2,DT,format_agnostic,3200,161250,1:128,real-life,0.6368,0.17879375,1338
2,DT,format_agnostic,3200,161250,1:128,real-life,0.6328,0.18311875,1339
2,DT,combined,3200,161250,1:128,real-life,0.7064,0.15095,1337
2,DT,combined,3200,161250,1:128,real-life,0.6536,0.14090625,1338
2,DT,combined,3200,161250,1:128,real-life,0.6512,0.1547125,1339
2,RF,parsed,3200,161250,1:128,real-life,0.3424,0.0102625,1337
2,RF,parsed,3200,161250,1:128,real-life,0.2832,0.01003125,1338
2,RF,parsed,3200,161250,1:128,real-life,0.2904,0.0108,1339
2,RF,format_agnostic,3200,161250,1:128,real-life,0.3088,0.01160625,1337
2,RF,format_agnostic,3200,161250,1:128,real-life,0.2752,0.01043125,1338
2,RF,format_agnostic,3200,161250,1:128,real-life,0.2976,0.0104375,1339
2,RF,combined,3200,161250,1:128,real-life,0.2992,0.0110375,1337
2,RF,combined,3200,161250,1:128,real-life,0.2616,0.01035625,1338
2,RF,combined,3200,161250,1:128,real-life,0.2912,0.010825,1339
2,LGBM,parsed,3200,161250,1:128,real-life,0.3592,0.01000625,1337
2,LGBM,parsed,3200,161250,1:128,real-life,0.3232,0.0101625,1338
2,LGBM,parsed,3200,161250,1:128,real-life,0.3176,0.01005625,1339
2,LGBM,format_agnostic,3200,161250,1:128,real-life,0.3216,0.01,1337
2,LGBM,format_agnostic,3200,161250,1:128,real-life,0.32,0.01,1338
2,LGBM,format_agnostic,3200,161250,1:128,real-life,0.312,0.01,1339
2,LGBM,combined,3200,161250,1:128,real-life,0.4496,0.01,1337
2,LGBM,combined,3200,161250,1:128,real-life,0.4152,0.01000625,1338
2,LGBM,combined,3200,161250,1:128,real-life,0.456,0.01,1339
2,SVM,parsed,3200,161250,1:128,real-life,0.6184,0.17793488372093022,1337
2,SVM,parsed,3200,161250,1:128,real-life,0.7176,0.16666046511627908,1338
2,SVM,parsed,3200,161250,1:128,real-life,0.6328,0.17724651162790697,1339
2,SVM,format_agnostic,3200,161250,1:128,real-life,0.6464,0.2013891472868217,1337
2,SVM,format_agnostic,3200,161250,1:128,real-life,0.7152,0.21230387596899225,1338
2,SVM,format_agnostic,3200,161250,1:128,real-life,0.6832,0.2220031007751938,1339
2,SVM,combined,3200,161250,1:128,real-life,0.6264,0.17507596899224806,1337
2,SVM,combined,3200,161250,1:128,real-life,0.6768,0.1648,1338
2,SVM,combined,3200,161250,1:128,real-life,0.6472,0.18232558139534882,1339
2,DT,parsed,6400,161250,1:128,real-life,0.712,0.14065,1337
2,DT,parsed,6400,161250,1:128,real-life,0.6192,0.11683125,1338
2,DT,parsed,6400,161250,1:128,real-life,0.7184,0.1376625,1339
2,DT,format_agnostic,6400,161250,1:128,real-life,0.6568,0.15955625,1337
2,DT,format_agnostic,6400,161250,1:128,real-life,0.6544,0.1562125,1338
2,DT,format_agnostic,6400,161250,1:128,real-life,0.612,0.1673625,1339
2,DT,combined,6400,161250,1:128,real-life,0.7384,0.13358125,1337
2,DT,combined,6400,161250,1:128,real-life,0.7352,0.12898125,1338
2,DT,combined,6400,161250,1:128,real-life,0.7528,0.12784375,1339
2,RF,parsed,6400,161250,1:128,real-life,0.4056,0.0106,1337
2,RF,parsed,6400,161250,1:128,real-life,0.3848,0.01086875,1338
2,RF,parsed,6400,161250,1:128,real-life,0.4016,0.01154375,1339
2,RF,format_agnostic,6400,161250,1:128,real-life,0.324,0.01049375,1337
2,RF,format_agnostic,6400,161250,1:128,real-life,0.2888,0.01010625,1338
2,RF,format_agnostic,6400,161250,1:128,real-life,0.3656,0.01078125,1339
2,RF,combined,6400,161250,1:128,real-life,0.3744,0.0101125,1337
2,RF,combined,6400,161250,1:128,real-life,0.3576,0.0104125,1338
2,RF,combined,6400,161250,1:128,real-life,0.36,0.01039375,1339
2,LGBM,parsed,6400,161250,1:128,real-life,0.4176,0.01,1337
2,LGBM,parsed,6400,161250,1:128,real-life,0.3752,0.01,1338
2,LGBM,parsed,6400,161250,1:128,real-life,0.392,0.01019375,1339
2,LGBM,format_agnostic,6400,161250,1:128,real-life,0.3864,0.01,1337
2,LGBM,format_agnostic,6400,161250,1:128,real-life,0.3744,0.01,1338
2,LGBM,format_agnostic,6400,161250,1:128,real-life,0.3936,0.01,1339
2,LGBM,combined,6400,161250,1:128,real-life,0.5304,0.01,1337
2,LGBM,combined,6400,161250,1:128,real-life,0.512,0.01,1338
2,LGBM,combined,6400,161250,1:128,real-life,0.4896,0.01,1339
2,SVM,parsed,6400,161250,1:128,real-life,0.636,0.17623565891472867,1337
2,SVM,parsed,6400,161250,1:128,real-life,0.672,0.15624806201550387,1338
2,SVM,parsed,6400,161250,1:128,real-life,0.6728,0.15380465116279068,1339
2,SVM,format_agnostic,6400,161250,1:128,real-life,0.6672,0.19312248062015505,1337
2,SVM,format_agnostic,6400,161250,1:128,real-life,0.6656,0.2001612403100775,1338
2,SVM,format_agnostic,6400,161250,1:128,real-life,0.6888,0.20152558139534885,1339
2,SVM,combined,6400,161250,1:128,real-life,0.6168,0.15809612403100776,1337
2,SVM,combined,6400,161250,1:128,real-life,0.6328,0.14532713178294573,1338
2,SVM,combined,6400,161250,1:128,real-life,0.6728,0.15774883720930233,1339
2,DT,parsed,12800,161250,1:128,real-life,0.6952,0.10676875,1337
2,DT,parsed,12800,161250,1:128,real-life,0.6992,0.11355,1338
2,DT,parsed,12800,161250,1:128,real-life,0.6248,0.11168125,1339
2,DT,format_agnostic,12800,161250,1:128,real-life,0.676,0.15040625,1337
2,DT,format_agnostic,12800,161250,1:128,real-life,0.6744,0.1534,1338
2,DT,format_agnostic,12800,161250,1:128,real-life,0.6304,0.15720625,1339
2,DT,combined,12800,161250,1:128,real-life,0.7248,0.11771875,1337
2,DT,combined,12800,161250,1:128,real-life,0.664,0.1178375,1338
2,DT,combined,12800,161250,1:128,real-life,0.7232,0.12053125,1339
2,RF,parsed,12800,161250,1:128,real-life,0.4248,0.01054375,1337
2,RF,parsed,12800,161250,1:128,real-life,0.3776,0.01020625,1338
2,RF,parsed,12800,161250,1:128,real-life,0.3888,0.01021875,1339
2,RF,format_agnostic,12800,161250,1:128,real-life,0.3672,0.01059375,1337
2,RF,format_agnostic,12800,161250,1:128,real-life,0.3504,0.01039375,1338
2,RF,format_agnostic,12800,161250,1:128,real-life,0.3576,0.01094375,1339
2,RF,combined,12800,161250,1:128,real-life,0.46,0.01120625,1337
2,RF,combined,12800,161250,1:128,real-life,0.4672,0.0112125,1338
2,RF,combined,12800,161250,1:128,real-life,0.4208,0.0104375,1339
2,LGBM,parsed,12800,161250,1:128,real-life,0.4544,0.01,1337
2,LGBM,parsed,12800,161250,1:128,real-life,0.4904,0.0100125,1338
2,LGBM,parsed,12800,161250,1:128,real-life,0.464,0.0112125,1339
2,LGBM,format_agnostic,12800,161250,1:128,real-life,0.3936,0.0102375,1337
2,LGBM,format_agnostic,12800,161250,1:128,real-life,0.4584,0.01,1338
2,LGBM,format_agnostic,12800,161250,1:128,real-life,0.3992,0.01,1339
2,LGBM,combined,12800,161250,1:128,real-life,0.632,0.01,1337
2,LGBM,combined,12800,161250,1:128,real-life,0.5456,0.01,1338
2,LGBM,combined,12800,161250,1:128,real-life,0.6064,0.01,1339
2,SVM,parsed,12800,161250,1:128,real-life,0.6952,0.14629457364341086,1337
2,SVM,parsed,12800,161250,1:128,real-life,0.6472,0.14309457364341086,1338
2,SVM,parsed,12800,161250,1:128,real-life,0.624,0.13263875968992248,1339
2,SVM,format_agnostic,12800,161250,1:128,real-life,0.5792,0.182431007751938,1337
2,SVM,format_agnostic,12800,161250,1:128,real-life,0.6848,0.1943937984496124,1338
2,SVM,format_agnostic,12800,161250,1:128,real-life,0.6152,0.19921860465116278,1339
2,SVM,combined,12800,161250,1:128,real-life,0.6912,0.13101395348837208,1337
2,SVM,combined,12800,161250,1:128,real-life,0.6592,0.12834728682170543,1338
2,SVM,combined,12800,161250,1:128,real-life,0.6152,0.13291162790697675,1339
2,DT,parsed,25600,161250,1:128,real-life,0.752,0.0982125,1337
2,DT,parsed,25600,161250,1:128,real-life,0.6168,0.096275,1338
2,DT,parsed,25600,161250,1:128,real-life,0.7584,0.09068125,1339
2,DT,format_agnostic,25600,161250,1:128,real-life,0.6872,0.13536875,1337
2,DT,format_agnostic,25600,161250,1:128,real-life,0.6712,0.14444375,1338
2,DT,format_agnostic,25600,161250,1:128,real-life,0.6432,0.14620625,1339
2,DT,combined,25600,161250,1:128,real-life,0.748,0.10671875,1337
2,DT,combined,25600,161250,1:128,real-life,0.7584,0.09734375,1338
2,DT,combined,25600,161250,1:128,real-life,0.7632,0.10865,1339
2,RF,parsed,25600,161250,1:128,real-life,0.4536,0.01025,1337
2,RF,parsed,25600,161250,1:128,real-life,0.412,0.0100625,1338
2,RF,parsed,25600,161250,1:128,real-life,0.4528,0.01080625,1339
2,RF,format_agnostic,25600,161250,1:128,real-life,0.412,0.01030625,1337
2,RF,format_agnostic,25600,161250,1:128,real-life,0.4392,0.01098125,1338
2,RF,format_agnostic,25600,161250,1:128,real-life,0.432,0.01148125,1339
2,RF,combined,25600,161250,1:128,real-life,0.5472,0.01080625,1337
2,RF,combined,25600,161250,1:128,real-life,0.5992,0.01081875,1338
2,RF,combined,25600,161250,1:128,real-life,0.5992,0.01085,1339
2,LGBM,parsed,25600,161250,1:128,real-life,0.4944,0.01,1337
2,LGBM,parsed,25600,161250,1:128,real-life,0.512,0.0105375,1338
2,LGBM,parsed,25600,161250,1:128,real-life,0.5,0.01,1339
2,LGBM,format_agnostic,25600,161250,1:128,real-life,0.4336,0.01,1337
2,LGBM,format_agnostic,25600,161250,1:128,real-life,0.488,0.01,1338
2,LGBM,format_agnostic,25600,161250,1:128,real-life,0.4576,0.01,1339
2,LGBM,combined,25600,161250,1:128,real-life,0.656,0.01,1337
2,LGBM,combined,25600,161250,1:128,real-life,0.68,0.01,1338
2,LGBM,combined,25600,161250,1:128,real-life,0.6896,0.01,1339
2,SVM,parsed,25600,161250,1:128,real-life,0.7216,0.14461395348837208,1337
2,SVM,parsed,25600,161250,1:128,real-life,0.7144,0.1290046511627907,1338
2,SVM,parsed,25600,161250,1:128,real-life,0.68,0.12223255813953489,1339
2,SVM,format_agnostic,25600,161250,1:128,real-life,0.6216,0.1774015503875969,1337
2,SVM,format_agnostic,25600,161250,1:128,real-life,0.6224,0.1740279069767442,1338
2,SVM,format_agnostic,25600,161250,1:128,real-life,0.5776,0.183968992248062,1339
2,SVM,combined,25600,161250,1:128,real-life,0.7024,0.11645891472868217,1337
2,SVM,combined,25600,161250,1:128,real-life,0.7208,0.11530542635658915,1338
2,SVM,combined,25600,161250,1:128,real-life,0.6976,0.11488372093023255,1339
2,DT,parsed,51200,161250,1:128,real-life,0.7184,0.0836,1337
2,DT,parsed,51200,161250,1:128,real-life,0.72,0.0796,1338
2,DT,parsed,51200,161250,1:128,real-life,0.6728,0.08166875,1339
2,DT,format_agnostic,51200,161250,1:128,real-life,0.6512,0.12745,1337
2,DT,format_agnostic,51200,161250,1:128,real-life,0.7128,0.11938125,1338
2,DT,format_agnostic,51200,161250,1:128,real-life,0.6472,0.1307625,1339
2,DT,combined,51200,161250,1:128,real-life,0.7824,0.09489375,1337
2,DT,combined,51200,161250,1:128,real-life,0.736,0.09290625,1338
2,DT,combined,51200,161250,1:128,real-life,0.7968,0.0905,1339
2,RF,parsed,51200,161250,1:128,real-life,0.4712,0.010575,1337
2,RF,parsed,51200,161250,1:128,real-life,0.516,0.0105125,1338
2,RF,parsed,51200,161250,1:128,real-life,0.492,0.01044375,1339
2,RF,format_agnostic,51200,161250,1:128,real-life,0.4752,0.01063125,1337
2,RF,format_agnostic,51200,161250,1:128,real-life,0.4704,0.01099375,1338
2,RF,format_agnostic,51200,161250,1:128,real-life,0.4496,0.0109875,1339
2,RF,combined,51200,161250,1:128,real-life,0.6248,0.01044375,1337
2,RF,combined,51200,161250,1:128,real-life,0.6384,0.010875,1338
2,RF,combined,51200,161250,1:128,real-life,0.6368,0.0106125,1339
2,LGBM,parsed,51200,161250,1:128,real-life,0.5672,0.01,1337
2,LGBM,parsed,51200,161250,1:128,real-life,0.552,0.01,1338
2,LGBM,parsed,51200,161250,1:128,real-life,0.5208,0.01,1339
2,LGBM,format_agnostic,51200,161250,1:128,real-life,0.4768,0.01,1337
2,LGBM,format_agnostic,51200,161250,1:128,real-life,0.4296,0.01,1338
2,LGBM,format_agnostic,51200,161250,1:128,real-life,0.484,0.01,1339
2,LGBM,combined,51200,161250,1:128,real-life,0.6816,0.01,1337
2,LGBM,combined,51200,161250,1:128,real-life,0.64,0.01001875,1338
2,LGBM,combined,51200,161250,1:128,real-life,0.7384,0.01000625,1339
2,SVM,parsed,51200,161250,1:128,real-life,0.656,0.1345860465116279,1337
2,SVM,parsed,51200,161250,1:128,real-life,0.656,0.11945426356589148,1338
2,SVM,parsed,51200,161250,1:128,real-life,0.6904,0.1169984496124031,1339
2,SVM,format_agnostic,51200,161250,1:128,real-life,0.6376,0.17288062015503877,1337
2,SVM,format_agnostic,51200,161250,1:128,real-life,0.6304,0.17923100775193798,1338
2,SVM,format_agnostic,51200,161250,1:128,real-life,0.592,0.18295193798449613,1339
2,SVM,combined,51200,161250,1:128,real-life,0.712,0.1108031007751938,1337
2,SVM,combined,51200,161250,1:128,real-life,0.7056,0.10037829457364342,1338
2,SVM,combined,51200,161250,1:128,real-life,0.7176,0.10819224806201551,1339
2,DT,parsed,102400,161250,1:128,real-life,0.7696,0.0760125,1337
2,DT,parsed,102400,161250,1:128,real-life,0.7248,0.07230625,1338
2,DT,parsed,102400,161250,1:128,real-life,0.7368,0.07515625,1339
2,DT,format_agnostic,102400,161250,1:128,real-life,0.6792,0.11530625,1337
2,DT,format_agnostic,102400,161250,1:128,real-life,0.7416,0.12243125,1338
2,DT,format_agnostic,102400,161250,1:128,real-life,0.7328,0.11208125,1339
2,DT,combined,102400,161250,1:128,real-life,0.7656,0.07758125,1337
2,DT,combined,102400,161250,1:128,real-life,0.7784,0.07955,1338
2,DT,combined,102400,161250,1:128,real-life,0.8016,0.08025,1339
2,RF,parsed,102400,161250,1:128,real-life,0.556,0.0100125,1337
2,RF,parsed,102400,161250,1:128,real-life,0.5856,0.0102875,1338
2,RF,parsed,102400,161250,1:128,real-life,0.5144,0.010125,1339
2,RF,format_agnostic,102400,161250,1:128,real-life,0.512,0.0105,1337
2,RF,format_agnostic,102400,161250,1:128,real-life,0.52,0.0102,1338
